seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-0066,act-walking-trail-cleanup,walking_running_movement,Trail cleanup,ordinary participant or hobbyist,manage temperature and moisture,alternating exertion and rest,"wind, precipitation, temperature swing",sweating then cooling,thermal_moisture,clothing traps heat or stays wet,layer removal tied around body,vented modular layer system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0067,act-walking-trail-maintenance-hiking,walking_running_movement,Trail-maintenance hiking,ordinary participant or hobbyist,maintain unrestricted stride,moving continuously,"heat, sweat, rain, darkness, uneven ground",hips and knees flexing; pockets under motion,movement_restriction,garment or carried item restricts range or bounces,"cutting hems, sizing up, tying items down",articulated apparel and low-bounce storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0068,act-walking-trail-maintenance-hiking,walking_running_movement,Trail-maintenance hiking,ordinary participant or hobbyist,access phone or small essentials,one hand occupied or moving,"rain, gloves, low light",sweaty or gloved hands,access_latency,item is hard to reach without stopping,holding item in hand or using improvised clip,one-handed access pouch or mount,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0069,act-walking-trail-maintenance-hiking,walking_running_movement,Trail-maintenance hiking,ordinary participant or hobbyist,manage temperature and moisture,alternating exertion and rest,"wind, precipitation, temperature swing",sweating then cooling,thermal_moisture,clothing traps heat or stays wet,layer removal tied around body,vented modular layer system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0070,act-walking-urban-hiking,walking_running_movement,Urban hiking,ordinary participant or hobbyist,maintain unrestricted stride,moving continuously,"heat, sweat, rain, darkness, uneven ground",hips and knees flexing; pockets under motion,movement_restriction,garment or carried item restricts range or bounces,"cutting hems, sizing up, tying items down",articulated apparel and low-bounce storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0071,act-walking-urban-hiking,walking_running_movement,Urban hiking,ordinary participant or hobbyist,access phone or small essentials,one hand occupied or moving,"rain, gloves, low light",sweaty or gloved hands,access_latency,item is hard to reach without stopping,holding item in hand or using improvised clip,one-handed access pouch or mount,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0072,act-walking-urban-hiking,walking_running_movement,Urban hiking,ordinary participant or hobbyist,manage temperature and moisture,alternating exertion and rest,"wind, precipitation, temperature swing",sweating then cooling,thermal_moisture,clothing traps heat or stays wet,layer removal tied around body,vented modular layer system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0073,act-walking-nature-trail-walking,walking_running_movement,Nature trail walking,ordinary participant or hobbyist,maintain unrestricted stride,moving continuously,"heat, sweat, rain, darkness, uneven ground",hips and knees flexing; pockets under motion,movement_restriction,garment or carried item restricts range or bounces,"cutting hems, sizing up, tying items down",articulated apparel and low-bounce storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0074,act-walking-nature-trail-walking,walking_running_movement,Nature trail walking,ordinary participant or hobbyist,access phone or small essentials,one hand occupied or moving,"rain, gloves, low light",sweaty or gloved hands,access_latency,item is hard to reach without stopping,holding item in hand or using improvised clip,one-handed access pouch or mount,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0075,act-walking-nature-trail-walking,walking_running_movement,Nature trail walking,ordinary participant or hobbyist,manage temperature and moisture,alternating exertion and rest,"wind, precipitation, temperature swing",sweating then cooling,thermal_moisture,clothing traps heat or stays wet,layer removal tied around body,vented modular layer system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0076,act-walking-recovery-walking,walking_running_movement,Recovery walking,ordinary participant or hobbyist,maintain unrestricted stride,moving continuously,"heat, sweat, rain, darkness, uneven ground",hips and knees flexing; pockets under motion,movement_restriction,garment or carried item restricts range or bounces,"cutting hems, sizing up, tying items down",articulated apparel and low-bounce storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0077,act-walking-recovery-walking,walking_running_movement,Recovery walking,ordinary participant or hobbyist,access phone or small essentials,one hand occupied or moving,"rain, gloves, low light",sweaty or gloved hands,access_latency,item is hard to reach without stopping,holding item in hand or using improvised clip,one-handed access pouch or mount,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0078,act-walking-recovery-walking,walking_running_movement,Recovery walking,ordinary participant or hobbyist,manage temperature and moisture,alternating exertion and rest,"wind, precipitation, temperature swing",sweating then cooling,thermal_moisture,clothing traps heat or stays wet,layer removal tied around body,vented modular layer system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0079,act-walking-night-walking,walking_running_movement,Night walking,ordinary participant or hobbyist,maintain unrestricted stride,moving continuously,"heat, sweat, rain, darkness, uneven ground",hips and knees flexing; pockets under motion,movement_restriction,garment or carried item restricts range or bounces,"cutting hems, sizing up, tying items down",articulated apparel and low-bounce storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0080,act-walking-night-walking,walking_running_movement,Night walking,ordinary participant or hobbyist,access phone or small essentials,one hand occupied or moving,"rain, gloves, low light",sweaty or gloved hands,access_latency,item is hard to reach without stopping,holding item in hand or using improvised clip,one-handed access pouch or mount,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0081,act-walking-night-walking,walking_running_movement,Night walking,ordinary participant or hobbyist,manage temperature and moisture,alternating exertion and rest,"wind, precipitation, temperature swing",sweating then cooling,thermal_moisture,clothing traps heat or stays wet,layer removal tied around body,vented modular layer system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0082,act-walking-beach-walking,walking_running_movement,Beach walking,ordinary participant or hobbyist,maintain unrestricted stride,moving continuously,"heat, sweat, rain, darkness, uneven ground",hips and knees flexing; pockets under motion,movement_restriction,garment or carried item restricts range or bounces,"cutting hems, sizing up, tying items down",articulated apparel and low-bounce storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
